order_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total,customer_id,channel_id,store_id,order_date,billing_address_id,shipping_address_id,status,currency_code,subtotal,tax_amount,shipping_fee,total_amount,order_date_key
5000000052,1000000034,2,3,15750.0,2362.5,44887.5,634,2,2.0,2024-11-17 01:24:31,2156.0,2,FULFILLED,ARS,85387.5,17931.38,0.0,103318.88,20241117
5000000053,1000000034,2,3,15000.0,4500.0,40500.0,634,2,2.0,2024-11-17 01:24:31,2156.0,2,FULFILLED,ARS,85387.5,17931.38,0.0,103318.88,20241117
5000000054,1000000035,1,2,12000.0,2400.0,21600.0,585,2,1.0,2024-01-12 05:54:27,3436.0,1,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0,20240112
5000000055,1000000036,1,2,12000.0,1200.0,22800.0,180,1,,2024-09-24 18:59:17,4138.0,2859,FULFILLED,ARS,49800.0,10458.0,900.0,61158.0,20240924
5000000056,1000000036,2,2,15000.0,3000.0,27000.0,180,1,,2024-09-24 18:59:17,4138.0,2859,FULFILLED,ARS,49800.0,10458.0,900.0,61158.0,20240924
5000000057,1000000037,1,2,12600.0,504.0,24696.0,482,1,,2024-01-26 00:07:55,2544.0,3321,FULFILLED,ARS,24696.0,5186.16,1200.0,31082.16,20240126
5000000058,1000000038,1,1,12000.0,240.0,11760.0,620,2,1.0,2024-02-02 22:29:21,1303.0,1,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6,20240202
5000000059,1000000039,1,3,10800.0,3240.0,29160.0,603,2,1.0,2024-05-23 04:42:33,4130.0,1,FULFILLED,ARS,59160.0,12423.6,0.0,71583.6,20240523
5000000060,1000000039,2,2,15000.0,0.0,30000.0,603,2,1.0,2024-05-23 04:42:33,4130.0,1,FULFILLED,ARS,59160.0,12423.6,0.0,71583.6,20240523
5000000061,1000000040,1,1,12000.0,600.0,11400.0,1028,1,,2024-03-04 06:58:13,3284.0,2145,CANCELLED,ARS,11400.0,2394.0,1200.0,14994.0,20240304
5000000062,1000000041,2,1,15000.0,750.0,14250.0,1005,2,3.0,2024-01-14 09:59:03,,3,FULFILLED,ARS,24510.0,5147.1,0.0,29657.1,20240114
5000000063,1000000041,1,1,10800.0,540.0,10260.0,1005,2,3.0,2024-01-14 09:59:03,,3,FULFILLED,ARS,24510.0,5147.1,0.0,29657.1,20240114
5000000064,1000000042,1,1,10800.0,540.0,10260.0,790,1,,2024-09-27 21:17:36,1738.0,1029,FULFILLED,ARS,10260.0,2154.6,1500.0,13914.6,20240927
5000000065,1000000043,1,3,13200.0,0.0,39600.0,665,1,,2024-05-21 10:46:11,3226.0,3039,PAID,ARS,39600.0,8316.0,900.0,48816.0,20240521
5000000066,1000000044,2,2,15000.0,600.0,29400.0,562,1,,2025-09-02 12:32:15,,2131,FULFILLED,ARS,73500.0,15435.0,1500.0,90435.0,20250902
5000000067,1000000044,2,3,15000.0,900.0,44100.0,562,1,,2025-09-02 12:32:15,,2131,FULFILLED,ARS,73500.0,15435.0,1500.0,90435.0,20250902
5000000068,1000000045,1,3,12000.0,0.0,36000.0,998,1,,2024-02-01 13:14:28,3026.0,2980,FULFILLED,ARS,36000.0,7560.0,900.0,44460.0,20240201
5000000069,1000000046,2,2,16500.0,0.0,33000.0,276,1,,2024-01-12 03:01:18,,1489,FULFILLED,ARS,33000.0,6930.0,0.0,39930.0,20240112
5000000070,1000000047,1,1,12000.0,1200.0,10800.0,1469,2,2.0,2024-03-08 08:53:37,,2,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0,20240308
5000000071,1000000048,1,2,12000.0,480.0,23520.0,408,2,2.0,2024-09-13 16:10:57,3365.0,2,CREATED,ARS,23520.0,4939.2,0.0,28459.2,20240913
5000000072,1000000049,2,3,13500.0,0.0,40500.0,1360,2,2.0,2024-08-11 19:35:54,1174.0,2,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0,20240811
5000000073,1000000050,2,2,15000.0,1500.0,28500.0,1423,1,,2024-07-25 00:25:00,2103.0,1661,FULFILLED,ARS,28500.0,5985.0,1200.0,35685.0,20240725
5000000074,1000000051,2,2,15750.0,630.0,30870.0,741,1,,2024-09-15 06:10:33,2340.0,2863,FULFILLED,ARS,30870.0,6482.7,900.0,38252.7,20240915
5000000075,1000000052,1,3,12000.0,720.0,35280.0,969,1,,2024-11-04 03:12:44,,2608,FULFILLED,ARS,70560.0,14817.6,0.0,85377.6,20241104
5000000076,1000000052,1,3,12000.0,720.0,35280.0,969,1,,2024-11-04 03:12:44,,2608,FULFILLED,ARS,70560.0,14817.6,0.0,85377.6,20241104
5000000077,1000000053,2,2,15000.0,3000.0,27000.0,729,1,,2024-08-10 06:19:56,3595.0,1454,CANCELLED,ARS,27000.0,5670.0,900.0,33570.0,20240810
5000000078,1000000054,1,1,12600.0,252.0,12348.0,251,2,4.0,2024-03-16 02:19:59,3465.0,4,PAID,ARS,12348.0,2593.08,0.0,14941.08,20240316
5000000079,1000000055,2,3,15000.0,2250.0,42750.0,1087,2,1.0,2025-07-23 20:26:45,3305.0,1,PAID,ARS,42750.0,8977.5,0.0,51727.5,20250723
5000000080,1000000056,1,2,12000.0,0.0,24000.0,659,1,,2025-04-12 15:37:15,3446.0,2887,FULFILLED,ARS,71025.0,14915.25,1200.0,87140.25,20250412
5000000081,1000000056,2,3,16500.0,2475.0,47025.0,659,1,,2025-04-12 15:37:15,3446.0,2887,FULFILLED,ARS,71025.0,14915.25,1200.0,87140.25,20250412
5000000082,1000000057,2,1,15000.0,750.0,14250.0,338,2,4.0,2025-02-21 05:51:12,1626.0,4,FULFILLED,ARS,28425.0,5969.25,0.0,34394.25,20250221
5000000083,1000000057,2,1,15750.0,1575.0,14175.0,338,2,4.0,2025-02-21 05:51:12,1626.0,4,FULFILLED,ARS,28425.0,5969.25,0.0,34394.25,20250221
5000000084,1000000058,2,1,16500.0,1650.0,14850.0,1068,1,,2024-09-21 03:01:24,3.0,3071,CANCELLED,ARS,43350.0,9103.5,1500.0,53953.5,20240921
5000000085,1000000058,2,2,15000.0,1500.0,28500.0,1068,1,,2024-09-21 03:01:24,3.0,3071,CANCELLED,ARS,43350.0,9103.5,1500.0,53953.5,20240921
5000000086,1000000059,1,3,12000.0,1800.0,34200.0,958,1,,2024-07-01 13:26:37,2973.0,3535,FULFILLED,ARS,64200.0,13482.0,0.0,77682.0,20240701
5000000087,1000000059,2,2,15000.0,0.0,30000.0,958,1,,2024-07-01 13:26:37,2973.0,3535,FULFILLED,ARS,64200.0,13482.0,0.0,77682.0,20240701
5000000088,1000000060,1,3,10800.0,3240.0,29160.0,428,2,4.0,2024-02-25 20:21:42,1333.0,4,CANCELLED,ARS,29160.0,6123.6,0.0,35283.6,20240225
5000000089,1000000061,1,1,12000.0,0.0,12000.0,1337,1,,2025-03-01 10:20:56,1294.0,1084,FULFILLED,ARS,12000.0,2520.0,1200.0,15720.0,20250301
5000000090,1000000062,2,3,15000.0,0.0,45000.0,1442,2,3.0,2024-12-23 12:02:28,1692.0,3,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0,20241223
5000000091,1000000063,1,3,12600.0,756.0,37044.0,939,1,,2024-05-30 10:17:58,4168.0,1406,FULFILLED,ARS,37044.0,7779.24,1500.0,46323.24,20240530
5000000092,1000000064,2,1,16500.0,1650.0,14850.0,1409,1,,2025-03-04 14:45:27,4171.0,1307,FULFILLED,ARS,14850.0,3118.5,1200.0,19168.5,20250304
5000000093,1000000065,1,3,12000.0,720.0,35280.0,1062,1,,2024-09-17 00:43:41,3633.0,2399,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8,20240917
5000000094,1000000066,1,3,12000.0,720.0,35280.0,988,1,,2024-01-26 06:33:17,2187.0,1134,CANCELLED,ARS,35280.0,7408.8,1200.0,43888.8,20240126
5000000095,1000000067,2,1,15000.0,300.0,14700.0,778,1,,2025-04-11 16:23:15,2598.0,2248,REFUNDED,ARS,14700.0,3087.0,900.0,18687.0,20250411
5000000096,1000000068,2,1,15750.0,315.0,15435.0,77,1,,2024-12-01 10:53:38,2743.0,1620,PAID,ARS,84435.0,17731.35,0.0,102166.35,20241201
5000000097,1000000068,1,2,12000.0,0.0,24000.0,77,1,,2024-12-01 10:53:38,2743.0,1620,PAID,ARS,84435.0,17731.35,0.0,102166.35,20241201
5000000098,1000000068,2,3,15000.0,0.0,45000.0,77,1,,2024-12-01 10:53:38,2743.0,1620,PAID,ARS,84435.0,17731.35,0.0,102166.35,20241201
5000000099,1000000069,2,3,15000.0,900.0,44100.0,700,1,,2024-06-12 09:38:45,2468.0,1476,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0,20240612
5000000100,1000000070,1,1,12000.0,0.0,12000.0,425,1,,2025-07-25 23:51:05,3743.0,1428,PAID,ARS,12000.0,2520.0,900.0,15420.0,20250725
5000000101,1000000071,1,1,12000.0,240.0,11760.0,1271,2,3.0,2024-07-22 18:00:06,2518.0,3,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6,20240722
5000000102,1000000072,2,1,13500.0,675.0,12825.0,1129,1,,2024-02-02 08:20:17,3121.0,3536,PAID,ARS,12825.0,2693.25,1500.0,17018.25,20240202
5000000103,1000000073,2,1,15750.0,315.0,15435.0,1224,1,,2024-12-07 21:18:19,1481.0,2119,PAID,ARS,15435.0,3241.35,900.0,19576.35,20241207
5000000104,1000000074,1,2,12600.0,1260.0,23940.0,446,1,,2024-12-14 04:41:02,4068.0,3064,FULFILLED,ARS,56340.0,11831.4,900.0,69071.4,20241214
5000000105,1000000074,1,3,12000.0,3600.0,32400.0,446,1,,2024-12-14 04:41:02,4068.0,3064,FULFILLED,ARS,56340.0,11831.4,900.0,69071.4,20241214
5000000106,1000000075,2,2,15000.0,600.0,29400.0,867,1,,2025-03-22 18:16:20,2940.0,3681,FULFILLED,ARS,29400.0,6174.0,900.0,36474.0,20250322
5000000107,1000000076,1,2,12000.0,480.0,23520.0,127,1,,2024-03-01 10:21:11,1419.0,4185,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2,20240301
5000000108,1000000077,1,2,12000.0,480.0,23520.0,874,2,1.0,2024-12-04 22:39:17,1204.0,1,PAID,ARS,23520.0,4939.2,0.0,28459.2,20241204
5000000109,1000000078,2,1,15000.0,750.0,14250.0,814,1,,2025-01-09 21:43:22,1370.0,3363,FULFILLED,ARS,40650.0,8536.5,0.0,49186.5,20250109
5000000110,1000000078,1,2,13200.0,0.0,26400.0,814,1,,2025-01-09 21:43:22,1370.0,3363,FULFILLED,ARS,40650.0,8536.5,0.0,49186.5,20250109
5000000111,1000000079,1,1,10800.0,0.0,10800.0,1189,1,,2025-09-16 02:56:19,3302.0,1836,PAID,ARS,32400.0,6804.0,1200.0,40404.0,20250916
5000000112,1000000079,1,2,12000.0,2400.0,21600.0,1189,1,,2025-09-16 02:56:19,3302.0,1836,PAID,ARS,32400.0,6804.0,1200.0,40404.0,20250916
5000000113,1000000080,2,1,15000.0,300.0,14700.0,584,1,,2024-11-11 06:28:22,3166.0,1065,FULFILLED,ARS,14700.0,3087.0,900.0,18687.0,20241111
5000000114,1000000081,1,2,12000.0,1200.0,22800.0,1433,1,,2025-02-02 01:45:35,3156.0,1949,FULFILLED,ARS,52800.0,11088.0,900.0,64788.0,20250202
5000000115,1000000081,2,2,15000.0,0.0,30000.0,1433,1,,2025-02-02 01:45:35,3156.0,1949,FULFILLED,ARS,52800.0,11088.0,900.0,64788.0,20250202
5000000116,1000000082,1,3,12000.0,1800.0,34200.0,670,1,,2025-09-21 10:27:35,3087.0,4099,FULFILLED,ARS,34200.0,7182.0,1200.0,42582.0,20250921
5000000117,1000000083,2,1,16500.0,0.0,16500.0,464,1,,2024-02-10 17:47:09,3865.0,1838,REFUNDED,ARS,38100.0,8001.0,1200.0,47301.0,20240210
5000000118,1000000083,1,2,12000.0,2400.0,21600.0,464,1,,2024-02-10 17:47:09,3865.0,1838,REFUNDED,ARS,38100.0,8001.0,1200.0,47301.0,20240210
5000000119,1000000084,2,1,15000.0,0.0,15000.0,535,1,,2024-11-25 14:26:24,,1149,PAID,ARS,15000.0,3150.0,900.0,19050.0,20241125
5000000120,1000000085,1,1,12600.0,252.0,12348.0,655,1,,2025-03-01 02:58:24,3535.0,3181,FULFILLED,ARS,12348.0,2593.08,1500.0,16441.08,20250301
5000000121,1000000086,1,1,12000.0,1200.0,10800.0,833,1,,2025-08-18 10:52:28,1851.0,3247,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0,20250818
5000000122,1000000087,1,1,12000.0,600.0,11400.0,490,1,,2024-12-13 04:53:42,2315.0,2445,CANCELLED,ARS,11400.0,2394.0,1200.0,14994.0,20241213
5000000123,1000000088,2,2,15000.0,600.0,29400.0,360,1,,2024-02-03 13:58:21,1100.0,2456,FULFILLED,ARS,56400.0,11844.0,900.0,69144.0,20240203
5000000124,1000000088,2,2,15000.0,3000.0,27000.0,360,1,,2024-02-03 13:58:21,1100.0,2456,FULFILLED,ARS,56400.0,11844.0,900.0,69144.0,20240203
5000000125,1000000089,2,1,15000.0,750.0,14250.0,1227,1,,2025-06-18 12:09:30,3142.0,2172,FULFILLED,ARS,14250.0,2992.5,1200.0,18442.5,20250618
5000000126,1000000090,1,2,12000.0,0.0,24000.0,624,1,,2024-01-27 19:31:23,3886.0,1034,FULFILLED,ARS,36825.0,7733.25,900.0,45458.25,20240127
5000000127,1000000090,2,1,13500.0,675.0,12825.0,624,1,,2024-01-27 19:31:23,3886.0,1034,FULFILLED,ARS,36825.0,7733.25,900.0,45458.25,20240127
5000000128,1000000091,2,3,15750.0,2362.5,44887.5,228,1,,2024-02-17 18:12:47,2739.0,3298,FULFILLED,ARS,91192.5,19150.42,0.0,110342.92,20240217
5000000129,1000000091,2,3,15750.0,945.0,46305.0,228,1,,2024-02-17 18:12:47,2739.0,3298,FULFILLED,ARS,91192.5,19150.42,0.0,110342.92,20240217
5000000130,1000000092,2,2,15000.0,0.0,30000.0,770,1,,2024-06-13 13:46:23,1526.0,1772,FULFILLED,ARS,30000.0,6300.0,900.0,37200.0,20240613
5000000131,1000000093,2,3,15000.0,0.0,45000.0,54,2,2.0,2024-11-14 23:26:31,3325.0,2,FULFILLED,ARS,84675.0,17781.75,0.0,102456.75,20241114
5000000132,1000000093,1,2,12000.0,0.0,24000.0,54,2,2.0,2024-11-14 23:26:31,3325.0,2,FULFILLED,ARS,84675.0,17781.75,0.0,102456.75,20241114
5000000133,1000000093,2,1,16500.0,825.0,15675.0,54,2,2.0,2024-11-14 23:26:31,3325.0,2,FULFILLED,ARS,84675.0,17781.75,0.0,102456.75,20241114
5000000134,1000000094,1,3,12000.0,1800.0,34200.0,1006,2,4.0,2024-12-27 03:05:36,3233.0,4,PAID,ARS,74700.0,15687.0,0.0,90387.0,20241227
5000000135,1000000094,2,3,13500.0,0.0,40500.0,1006,2,4.0,2024-12-27 03:05:36,3233.0,4,PAID,ARS,74700.0,15687.0,0.0,90387.0,20241227
5000000136,1000000095,2,3,16500.0,990.0,48510.0,247,1,,2025-09-25 18:29:43,2232.0,2291,FULFILLED,ARS,48510.0,10187.1,1200.0,59897.1,20250925
5000000137,1000000096,1,3,12000.0,720.0,35280.0,1127,2,3.0,2025-05-23 10:43:41,2315.0,3,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8,20250523
5000000138,1000000097,2,1,15750.0,315.0,15435.0,757,2,2.0,2024-06-12 17:56:54,3449.0,2,FULFILLED,ARS,15435.0,3241.35,0.0,18676.35,20240612
5000000139,1000000098,1,3,12600.0,1890.0,35910.0,520,1,,2025-01-16 08:09:07,4131.0,3443,FULFILLED,ARS,35910.0,7541.1,900.0,44351.1,20250116
5000000140,1000000099,1,1,12000.0,0.0,12000.0,258,1,,2024-02-27 14:31:08,2511.0,1224,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0,20240227
5000000141,1000000100,1,1,10800.0,0.0,10800.0,467,1,,2024-07-30 11:35:40,2632.0,2885,CANCELLED,ARS,23148.0,4861.08,900.0,28909.08,20240730
5000000142,1000000100,1,1,12600.0,252.0,12348.0,467,1,,2024-07-30 11:35:40,2632.0,2885,CANCELLED,ARS,23148.0,4861.08,900.0,28909.08,20240730
5000000143,1000000101,1,3,12000.0,0.0,36000.0,3,1,,2024-03-30 02:45:40,3636.0,1219,PAID,ARS,36000.0,7560.0,900.0,44460.0,20240330
5000000144,1000000102,1,3,12000.0,720.0,35280.0,334,1,,2024-11-19 07:00:43,3616.0,3863,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8,20241119
5000000145,1000000103,1,3,10800.0,1620.0,30780.0,802,2,3.0,2024-03-25 03:53:52,1549.0,3,CREATED,ARS,30780.0,6463.8,0.0,37243.8,20240325
5000000146,1000000104,2,2,15000.0,0.0,30000.0,999,1,,2024-03-23 20:55:17,1251.0,4048,REFUNDED,ARS,30000.0,6300.0,1200.0,37500.0,20240323
5000000147,1000000105,1,2,12000.0,2400.0,21600.0,176,1,,2024-05-12 04:27:32,1458.0,3440,FULFILLED,ARS,21600.0,4536.0,1200.0,27336.0,20240512
5000000148,1000000106,2,1,15000.0,0.0,15000.0,801,1,,2025-02-08 08:09:53,1603.0,3956,FULFILLED,ARS,15000.0,3150.0,900.0,19050.0,20250208
5000000149,1000000107,1,3,12600.0,3780.0,34020.0,1113,1,,2024-05-22 03:56:26,1747.0,2943,FULFILLED,ARS,34020.0,7144.2,900.0,42064.2,20240522
5000000150,1000000108,2,3,15750.0,945.0,46305.0,810,2,4.0,2025-07-04 04:11:46,,4,FULFILLED,ARS,46305.0,9724.05,0.0,56029.05,20250704
5000000151,1000000109,1,2,12000.0,2400.0,21600.0,581,2,4.0,2024-04-22 08:18:05,1700.0,4,FULFILLED,ARS,33000.0,6930.0,0.0,39930.0,20240422
5000000152,1000000109,1,1,12000.0,600.0,11400.0,581,2,4.0,2024-04-22 08:18:05,1700.0,4,FULFILLED,ARS,33000.0,6930.0,0.0,39930.0,20240422
5000000153,1000000110,1,2,12000.0,480.0,23520.0,1284,2,2.0,2025-06-04 21:13:13,4022.0,2,CANCELLED,ARS,68070.0,14294.7,0.0,82364.7,20250604
5000000154,1000000110,2,3,16500.0,4950.0,44550.0,1284,2,2.0,2025-06-04 21:13:13,4022.0,2,CANCELLED,ARS,68070.0,14294.7,0.0,82364.7,20250604
