session_id,customer_id,source,device,started_date_key,ended_date_key
11000000051,1396.0,email,desktop,20240124,20240124
11000000052,,ads,mobile,20240315,20240315
11000000053,,direct,mobile,20250624,20250624
11000000054,732.0,direct,mobile,20250329,20250329
11000000055,1267.0,ads,desktop,20250611,20250611
11000000056,298.0,direct,mobile,20241129,20241129
11000000057,933.0,ads,mobile,20241019,20241019
11000000058,550.0,email,desktop,20240225,20240225
11000000059,,direct,mobile,20240501,20240501
11000000060,342.0,social,mobile,20250617,20250617
11000000061,568.0,referral,mobile,20240109,
11000000062,498.0,email,tablet,20240823,20240823
11000000063,,ads,mobile,20250213,20250213
11000000064,1109.0,direct,desktop,20250805,20250805
11000000065,1211.0,ads,mobile,20240718,20240718
11000000066,1443.0,direct,mobile,20241227,20241227
11000000067,811.0,email,desktop,20241001,20241001
11000000068,1160.0,direct,desktop,20250811,
11000000069,455.0,direct,mobile,20240330,20240330
11000000070,601.0,direct,mobile,20240608,20240608
11000000071,431.0,ads,mobile,20240831,20240831
11000000072,,ads,desktop,20240412,20240412
11000000073,80.0,ads,mobile,20250909,20250909
11000000074,,referral,mobile,20240315,
11000000075,859.0,direct,mobile,20241207,20241207
11000000076,,social,mobile,20250319,20250319
11000000077,,referral,desktop,20240903,
11000000078,233.0,ads,mobile,20240220,20240220
11000000079,1176.0,direct,desktop,20240219,20240220
11000000080,,direct,mobile,20250723,20250723
11000000081,,social,desktop,20250707,20250707
11000000082,181.0,direct,mobile,20240924,20240924
11000000083,1064.0,ads,mobile,20240406,20240406
11000000084,166.0,direct,mobile,20250608,20250608
11000000085,1230.0,referral,mobile,20240531,20240531
11000000086,,referral,tablet,20240422,20240422
11000000087,747.0,direct,mobile,20240120,20240120
11000000088,927.0,ads,tablet,20240101,20240101
11000000089,1009.0,direct,mobile,20250129,20250129
11000000090,1334.0,social,mobile,20250528,
11000000091,51.0,email,desktop,20240929,20240929
11000000092,1436.0,referral,mobile,20241021,20241021
11000000093,859.0,direct,desktop,20250120,20250120
11000000094,1298.0,referral,mobile,20240922,20240922
11000000095,51.0,direct,mobile,20241201,20241201
11000000096,885.0,ads,mobile,20241002,20241002
11000000097,505.0,direct,mobile,20240617,20240617
11000000098,,ads,mobile,20240203,20240203
11000000099,1.0,direct,mobile,20240211,20240211
11000000100,781.0,direct,desktop,20241229,20241229
11000000101,540.0,ads,mobile,20240328,20240328
11000000102,,ads,mobile,20250317,20250317
11000000103,,direct,mobile,20250707,20250707
11000000104,,ads,desktop,20250809,
11000000105,,referral,mobile,20250326,20250326
11000000106,718.0,direct,mobile,20240322,20240322
11000000107,,ads,mobile,20250605,20250605
11000000108,937.0,social,mobile,20250222,20250222
11000000109,855.0,ads,mobile,20241217,20241217
11000000110,1396.0,direct,mobile,20250212,20250212
11000000111,465.0,email,mobile,20250820,20250820
11000000112,,social,mobile,20250409,20250409
11000000113,,direct,mobile,20250324,20250324
11000000114,,ads,tablet,20240409,20240409
11000000115,785.0,ads,desktop,20240707,20240707
11000000116,49.0,ads,desktop,20250325,20250325
11000000117,725.0,email,desktop,20240303,20240303
11000000118,647.0,ads,mobile,20241006,20241006
11000000119,1014.0,direct,mobile,20250701,20250701
11000000120,892.0,direct,mobile,20250424,20250424
11000000121,130.0,referral,mobile,20250202,20250202
11000000122,633.0,referral,desktop,20240525,20240525
11000000123,,direct,desktop,20240108,20240108
11000000124,532.0,direct,mobile,20241228,
11000000125,997.0,email,desktop,20241130,20241130
11000000126,11.0,direct,mobile,20250814,20250814
11000000127,,referral,mobile,20240629,20240629
11000000128,1331.0,referral,mobile,20240201,20240201
11000000129,,referral,mobile,20240816,20240816
11000000130,1084.0,ads,mobile,20240228,20240228
11000000131,1201.0,email,mobile,20250929,20250929
11000000132,,direct,desktop,20250504,
11000000133,367.0,email,mobile,20250821,20250821
11000000134,710.0,direct,mobile,20240304,20240304
11000000135,,ads,mobile,20250102,20250102
11000000136,1389.0,email,desktop,20240125,20240125
11000000137,,social,mobile,20250921,20250921
11000000138,1160.0,email,desktop,20240609,20240609
11000000139,1252.0,ads,tablet,20250630,20250630
11000000140,,direct,desktop,20240220,20240220
11000000141,1438.0,ads,mobile,20241217,20241217
11000000142,670.0,social,mobile,20240726,20240726
11000000143,,ads,desktop,20240411,20240411
11000000144,1207.0,ads,tablet,20240814,20240814
11000000145,1110.0,ads,tablet,20241118,20241118
11000000146,94.0,ads,desktop,20240529,20240529
11000000147,1158.0,direct,mobile,20240421,20240421
11000000148,,email,mobile,20250311,20250311
11000000149,252.0,direct,mobile,20250219,20250219
11000000150,625.0,ads,desktop,20240319,20240319
11000000151,919.0,email,desktop,20240513,20240513
11000000152,1053.0,ads,mobile,20240807,20240807
11000000153,1381.0,direct,desktop,20241026,20241026
11000000154,591.0,social,mobile,20250524,20250524
11000000155,1452.0,direct,mobile,20240910,20240910
11000000156,864.0,direct,desktop,20240809,20240809
11000000157,744.0,ads,mobile,20240110,20240110
11000000158,653.0,ads,mobile,20240918,20240919
11000000159,974.0,direct,mobile,20250515,20250515
11000000160,,direct,mobile,20241110,20241110
11000000161,,ads,mobile,20250603,20250603
11000000162,,direct,mobile,20240418,20240418
11000000163,1105.0,ads,tablet,20240717,20240717
11000000164,1211.0,ads,desktop,20250907,20250907
11000000165,,social,mobile,20241029,20241030
11000000166,,ads,desktop,20250206,20250206
11000000167,1017.0,ads,desktop,20250422,20250422
11000000168,267.0,direct,mobile,20240310,20240310
11000000169,1228.0,direct,desktop,20250219,20250219
11000000170,1121.0,direct,mobile,20250829,20250829
11000000171,,direct,desktop,20250904,20250904
11000000172,1380.0,email,mobile,20241022,20241022
11000000173,,direct,mobile,20240311,20240311
11000000174,605.0,email,mobile,20240729,20240729
11000000175,,social,mobile,20240129,20240129
11000000176,1309.0,social,desktop,20250822,20250822
11000000177,1393.0,direct,mobile,20250313,20250313
11000000178,331.0,ads,mobile,20240815,20240815
11000000179,1288.0,referral,mobile,20241211,20241211
11000000180,524.0,ads,mobile,20250725,20250725
11000000181,1374.0,social,mobile,20250412,
11000000182,67.0,referral,desktop,20250510,20250510
11000000183,,ads,mobile,20241216,20241216
11000000184,662.0,direct,mobile,20250911,20250911
11000000185,1332.0,ads,mobile,20250915,20250915
11000000186,1163.0,direct,mobile,20241203,20241203
11000000187,665.0,direct,desktop,20240121,20240121
11000000188,1409.0,direct,mobile,20250302,20250302
11000000189,502.0,direct,mobile,20250607,20250607
11000000190,744.0,direct,desktop,20250725,20250725
11000000191,686.0,direct,desktop,20240725,20240725
11000000192,,referral,mobile,20240609,
11000000193,145.0,direct,desktop,20240609,20240609
11000000194,,direct,mobile,20241119,20241119
11000000195,865.0,direct,mobile,20240210,20240210
11000000196,,social,tablet,20241214,
11000000197,1167.0,referral,mobile,20240120,20240120
11000000198,,direct,desktop,20241027,20241027
11000000199,,ads,mobile,20241213,20241213
11000000200,170.0,ads,desktop,20250511,20250511
11000000201,958.0,direct,mobile,20240408,20240408
11000000202,,email,desktop,20240208,20240208
11000000203,541.0,email,desktop,20250529,20250529
11000000204,119.0,ads,desktop,20250608,20250608
11000000205,228.0,ads,mobile,20240210,20240210
11000000206,1315.0,ads,desktop,20240707,20240707
11000000207,535.0,ads,mobile,20240124,20240124
11000000208,,ads,mobile,20250802,20250802
11000000209,601.0,ads,desktop,20250904,
11000000210,,email,mobile,20240716,20240716
11000000211,1417.0,direct,mobile,20250531,20250531
11000000212,,direct,desktop,20241231,20241231
11000000213,436.0,ads,desktop,20241114,20241114
11000000214,706.0,ads,mobile,20240121,20240121
11000000215,951.0,direct,mobile,20240919,20240919
11000000216,1266.0,ads,mobile,20240419,20240419
11000000217,928.0,direct,desktop,20250820,20250820
11000000218,,direct,desktop,20240415,20240415
11000000219,1222.0,ads,mobile,20240907,20240907
11000000220,529.0,direct,mobile,20240421,20240421
11000000221,819.0,referral,mobile,20250830,20250830
11000000222,1148.0,referral,mobile,20250328,20250328
11000000223,,direct,mobile,20240915,20240915
11000000224,834.0,ads,mobile,20240417,20240417
11000000225,604.0,ads,desktop,20241001,20241001
11000000226,,ads,mobile,20250722,20250722
11000000227,293.0,referral,mobile,20250807,20250808
11000000228,1335.0,direct,desktop,20250914,20250914
11000000229,236.0,ads,mobile,20250306,20250306
11000000230,675.0,referral,desktop,20240822,20240822
11000000231,1493.0,direct,mobile,20241123,20241123
11000000232,,direct,mobile,20250310,20250310
11000000233,,ads,mobile,20240715,20240715
11000000234,448.0,ads,mobile,20250531,20250531
11000000235,,ads,mobile,20240621,20240621
11000000236,1444.0,direct,mobile,20240805,20240805
11000000237,22.0,email,mobile,20240805,20240805
11000000238,1330.0,ads,mobile,20250208,20250208
11000000239,199.0,ads,desktop,20250706,20250706
11000000240,662.0,ads,desktop,20240220,20240220
11000000241,347.0,email,tablet,20250405,20250405
11000000242,,social,mobile,20250218,20250218
11000000243,1449.0,direct,mobile,20240324,20240324
11000000244,820.0,direct,mobile,20240318,20240318
11000000245,128.0,ads,mobile,20250806,20250806
11000000246,684.0,ads,mobile,20240602,20240602
11000000247,,email,mobile,20240905,20240905
11000000248,740.0,direct,mobile,20240715,20240715
11000000249,,ads,mobile,20250126,20250126
11000000250,,ads,mobile,20250220,20250220
11000000251,,ads,mobile,20241005,20241005
11000000252,1107.0,ads,mobile,20240321,20240321
11000000253,,direct,mobile,20250314,20250314
11000000254,,ads,mobile,20241005,20241005
11000000255,,referral,mobile,20240128,20240128
11000000256,1013.0,ads,mobile,20240621,20240621
11000000257,,referral,mobile,20250331,20250331
11000000258,902.0,direct,mobile,20240104,20240104
11000000259,,social,desktop,20240108,20240108
11000000260,745.0,direct,desktop,20250408,20250408
11000000261,1292.0,direct,desktop,20240326,20240326
11000000262,476.0,email,tablet,20240717,20240717
11000000263,502.0,direct,mobile,20250523,20250523
11000000264,679.0,ads,desktop,20240903,
11000000265,,ads,mobile,20250526,
11000000266,,direct,desktop,20240208,20240208
11000000267,,direct,mobile,20241121,20241121
11000000268,1027.0,ads,mobile,20240616,20240616
11000000269,365.0,referral,mobile,20250822,20250822
11000000270,128.0,direct,mobile,20250114,20250114
11000000271,855.0,direct,mobile,20250213,20250213
11000000272,,direct,mobile,20240911,20240911
11000000273,112.0,ads,mobile,20240903,20240903
11000000274,57.0,ads,desktop,20250520,20250520
11000000275,1231.0,ads,mobile,20250820,20250820
11000000276,221.0,ads,mobile,20250603,20250603
11000000277,835.0,email,mobile,20240611,20240611
11000000278,,social,mobile,20250827,20250827
11000000279,990.0,ads,desktop,20240113,20240113
11000000280,1177.0,direct,desktop,20240125,20240125
11000000281,514.0,direct,mobile,20250314,20250314
11000000282,182.0,ads,mobile,20250104,20250104
11000000283,1023.0,referral,desktop,20240309,20240309
11000000284,358.0,ads,desktop,20250103,20250103
11000000285,1317.0,social,tablet,20240815,20240815
11000000286,,direct,tablet,20240507,20240507
11000000287,,direct,mobile,20250727,20250727
11000000288,,referral,mobile,20240714,20240714
11000000289,,direct,mobile,20240618,20240618
11000000290,540.0,ads,mobile,20250223,20250223
11000000291,,email,mobile,20250528,20250528
11000000292,,referral,mobile,20250102,20250102
11000000293,,email,desktop,20240128,20240128
11000000294,235.0,ads,mobile,20241127,20241127
11000000295,,email,mobile,20240706,
11000000296,1467.0,ads,mobile,20240317,20240317
11000000297,1370.0,referral,mobile,20250404,20250404
11000000298,1319.0,direct,mobile,20241012,20241012
11000000299,483.0,direct,desktop,20240213,20240213
11000000300,,ads,mobile,20250102,
11000000301,,direct,desktop,20240609,20240609
11000000302,,referral,mobile,20250626,20250626
11000000303,448.0,ads,desktop,20240115,20240115
11000000304,814.0,direct,desktop,20240403,20240403
11000000305,205.0,direct,desktop,20241209,20241209
11000000306,873.0,ads,desktop,20240612,20240612
11000000307,,social,mobile,20240215,20240215
11000000308,,ads,mobile,20250607,
11000000309,730.0,direct,mobile,20250313,20250313
11000000310,458.0,referral,mobile,20241003,20241003
11000000311,1357.0,direct,mobile,20250205,20250205
11000000312,,social,mobile,20250716,20250716
11000000313,,referral,desktop,20240528,20240528
11000000314,,social,mobile,20240126,20240126
11000000315,,ads,desktop,20240523,20240523
11000000316,1480.0,ads,desktop,20240302,
11000000317,,ads,mobile,20250804,20250804
11000000318,,ads,tablet,20250131,20250131
11000000319,1336.0,direct,mobile,20250916,20250916
11000000320,301.0,ads,mobile,20240715,20240715
11000000321,307.0,direct,mobile,20250812,20250812
11000000322,,referral,mobile,20240331,20240331
11000000323,633.0,social,desktop,20240103,20240103
11000000324,,ads,mobile,20240701,20240701
11000000325,,direct,mobile,20241112,
11000000326,1315.0,direct,mobile,20240314,20240314
11000000327,593.0,direct,mobile,20240704,20240704
11000000328,176.0,social,desktop,20250703,20250703
11000000329,1182.0,ads,mobile,20250801,20250801
11000000330,,social,mobile,20241129,20241129
11000000331,564.0,direct,mobile,20250530,20250530
11000000332,249.0,ads,desktop,20250727,20250727
11000000333,,email,mobile,20250306,20250306
11000000334,,referral,desktop,20250430,20250430
11000000335,945.0,ads,mobile,20241127,20241127
11000000336,1433.0,direct,desktop,20240718,20240718
11000000337,315.0,direct,mobile,20241206,20241206
11000000338,422.0,referral,mobile,20240530,20240530
11000000339,1297.0,direct,desktop,20241015,20241015
11000000340,1475.0,ads,desktop,20240614,20240614
11000000341,,social,mobile,20240525,20240525
11000000342,319.0,referral,desktop,20250608,
11000000343,839.0,ads,mobile,20240708,20240708
11000000344,,ads,mobile,20250314,20250314
11000000345,,direct,mobile,20240421,20240421
11000000346,,direct,desktop,20250304,20250304
11000000347,994.0,direct,mobile,20250916,20250916
11000000348,,direct,mobile,20250618,20250618
11000000349,579.0,ads,mobile,20240608,20240608
11000000350,,ads,desktop,20250121,20250121
11000000351,588.0,ads,tablet,20250912,20250912
11000000352,,ads,desktop,20240501,20240501
11000000353,,referral,desktop,20241012,20241012
11000000354,,direct,desktop,20250312,20250312
11000000355,373.0,ads,desktop,20240315,20240315
11000000356,,ads,mobile,20250606,20250606
11000000357,,ads,desktop,20250506,20250506
11000000358,823.0,ads,mobile,20250425,20250425
11000000359,266.0,ads,mobile,20250418,20250418
11000000360,1406.0,referral,tablet,20250507,20250507
11000000361,,referral,desktop,20240808,20240808
11000000362,234.0,ads,mobile,20240810,
11000000363,1261.0,social,desktop,20250119,20250119
11000000364,521.0,ads,mobile,20250910,20250910
11000000365,150.0,ads,mobile,20240709,20240709
11000000366,1340.0,direct,mobile,20250304,20250304
11000000367,,social,mobile,20240204,20240204
11000000368,1249.0,social,desktop,20250508,20250508
11000000369,539.0,direct,mobile,20241024,20241024
11000000370,,social,desktop,20240310,20240310
11000000371,,referral,desktop,20250827,20250827
11000000372,1175.0,direct,mobile,20241130,20241130
11000000373,,social,mobile,20250815,20250815
11000000374,908.0,ads,mobile,20250401,20250401
11000000375,,ads,mobile,20250103,20250103
11000000376,726.0,direct,desktop,20250716,20250716
11000000377,922.0,email,tablet,20240707,20240707
11000000378,1053.0,referral,mobile,20240813,20240813
11000000379,,referral,mobile,20240722,20240722
11000000380,,referral,mobile,20250515,20250515
11000000381,256.0,direct,desktop,20250108,20250108
11000000382,1005.0,ads,mobile,20240331,20240331
11000000383,982.0,direct,desktop,20250707,20250707
11000000384,1338.0,email,desktop,20241221,20241221
11000000385,710.0,ads,mobile,20250228,20250228
11000000386,789.0,direct,mobile,20240509,20240509
11000000387,,referral,mobile,20240822,20240822
11000000388,1409.0,ads,desktop,20240817,
11000000389,660.0,direct,desktop,20240911,20240911
11000000390,1483.0,social,desktop,20240413,20240413
11000000391,504.0,direct,mobile,20250205,20250205
11000000392,,direct,desktop,20241009,20241009
11000000393,,referral,mobile,20250719,20250719
11000000394,656.0,referral,mobile,20240812,20240812
11000000395,,ads,desktop,20250925,
11000000396,1459.0,referral,mobile,20241104,20241104
11000000397,,ads,mobile,20240415,20240415
11000000398,,direct,desktop,20240625,20240625
11000000399,133.0,social,desktop,20250305,20250305
11000000400,1248.0,referral,tablet,20240229,
11000000401,,ads,mobile,20240416,20240416
11000000402,389.0,referral,desktop,20240708,20240708
11000000403,508.0,ads,mobile,20240428,20240428
11000000404,1403.0,social,mobile,20240719,20240719
11000000405,,ads,mobile,20250527,20250527
11000000406,,ads,mobile,20250827,20250827
11000000407,354.0,ads,mobile,20250813,20250813
11000000408,1493.0,direct,mobile,20240802,20240802
11000000409,,ads,mobile,20250103,20250103
11000000410,381.0,ads,mobile,20240919,20240919
11000000411,229.0,referral,mobile,20240805,20240805
11000000412,1377.0,ads,desktop,20250312,20250312
11000000413,,direct,mobile,20240814,20240814
11000000414,57.0,direct,mobile,20240407,20240407
11000000415,1353.0,ads,desktop,20250525,20250525
11000000416,,referral,tablet,20240430,20240430
11000000417,606.0,social,desktop,20240317,20240317
11000000418,1290.0,ads,mobile,20240917,
11000000419,,referral,mobile,20240926,20240926
11000000420,577.0,direct,mobile,20250703,20250703
11000000421,1400.0,direct,mobile,20250614,20250614
11000000422,,ads,tablet,20240613,20240613
11000000423,760.0,direct,mobile,20250703,20250703
11000000424,227.0,direct,mobile,20250512,20250512
11000000425,577.0,ads,tablet,20240623,20240623
11000000426,,ads,mobile,20250325,20250326
11000000427,939.0,ads,mobile,20250630,20250630
11000000428,,referral,mobile,20240930,20240930
11000000429,546.0,direct,mobile,20240218,20240218
11000000430,,referral,mobile,20250926,20250926
11000000431,1064.0,direct,mobile,20250827,20250827
11000000432,1032.0,ads,mobile,20240321,20240321
11000000433,1488.0,referral,mobile,20240218,20240218
11000000434,1140.0,direct,mobile,20250105,20250105
11000000435,1149.0,referral,mobile,20240924,20240924
11000000436,484.0,direct,mobile,20241210,20241210
11000000437,676.0,direct,desktop,20250922,20250922
11000000438,131.0,referral,mobile,20250807,
11000000439,863.0,direct,desktop,20241005,20241005
11000000440,828.0,direct,mobile,20250116,20250116
11000000441,951.0,ads,mobile,20240815,20240815
11000000442,907.0,direct,mobile,20250429,
11000000443,,ads,mobile,20250404,20250404
11000000444,669.0,direct,desktop,20241125,20241125
11000000445,,ads,desktop,20240311,20240311
11000000446,141.0,ads,mobile,20250404,20250404
11000000447,574.0,ads,mobile,20250222,20250222
11000000448,975.0,email,mobile,20250414,20250414
11000000449,,direct,desktop,20240421,20240421
11000000450,1042.0,ads,mobile,20240909,20240909
11000000451,397.0,referral,mobile,20250620,20250620
11000000452,1301.0,ads,mobile,20240621,20240621
11000000453,730.0,referral,mobile,20241009,20241009
11000000454,,social,mobile,20250204,20250204
11000000455,478.0,direct,mobile,20241102,20241102
11000000456,270.0,direct,desktop,20240606,20240606
11000000457,,social,desktop,20241010,20241010
11000000458,,referral,mobile,20240527,20240527
11000000459,749.0,referral,mobile,20240617,20240617
11000000460,,direct,mobile,20240914,20240914
11000000461,,direct,mobile,20240810,20240810
11000000462,,referral,mobile,20250329,20250329
11000000463,947.0,ads,mobile,20240424,20240424
11000000464,,referral,mobile,20240726,20240726
11000000465,829.0,ads,mobile,20250814,20250814
11000000466,6.0,ads,mobile,20250930,20250930
11000000467,231.0,ads,mobile,20250621,20250621
11000000468,,ads,mobile,20250212,20250212
11000000469,1473.0,ads,mobile,20250221,20250221
11000000470,845.0,email,mobile,20250319,20250319
11000000471,456.0,ads,mobile,20240220,20240220
11000000472,,referral,desktop,20250524,20250524
11000000473,417.0,direct,mobile,20250923,20250923
11000000474,202.0,direct,mobile,20250511,20250511
11000000475,78.0,social,mobile,20250322,20250322
11000000476,,email,mobile,20241110,20241110
11000000477,,referral,desktop,20240711,
11000000478,1060.0,direct,mobile,20250417,20250417
11000000479,663.0,direct,mobile,20240521,20240521
11000000480,176.0,ads,desktop,20240810,20240810
11000000481,,ads,desktop,20240419,20240419
11000000482,1243.0,ads,mobile,20240918,20240918
11000000483,,direct,mobile,20240407,20240407
11000000484,1458.0,ads,mobile,20250325,
11000000485,408.0,ads,mobile,20250508,20250508
11000000486,1301.0,direct,mobile,20250202,20250202
11000000487,,direct,mobile,20241017,20241017
11000000488,809.0,direct,desktop,20250722,20250722
11000000489,,referral,desktop,20250430,20250430
11000000490,,ads,desktop,20240707,20240708
11000000491,970.0,direct,desktop,20240910,20240910
11000000492,398.0,direct,desktop,20250819,20250819
11000000493,792.0,direct,mobile,20241006,
11000000494,1330.0,direct,desktop,20240608,20240608
11000000495,1487.0,direct,mobile,20250413,20250413
11000000496,853.0,direct,desktop,20250617,20250617
11000000497,108.0,direct,mobile,20250530,20250530
11000000498,,direct,mobile,20240404,20240404
11000000499,,direct,mobile,20240713,20240713
11000000500,,ads,mobile,20250816,20250816
11000000501,,email,mobile,20240818,20240818
11000000502,1155.0,direct,mobile,20241127,20241127
11000000503,1071.0,direct,mobile,20250228,
11000000504,,email,mobile,20250423,20250423
11000000505,,referral,tablet,20250813,20250813
11000000506,125.0,direct,desktop,20250104,20250104
11000000507,1210.0,direct,desktop,20240801,20240801
11000000508,,direct,desktop,20250524,20250524
11000000509,1438.0,direct,mobile,20241218,20241218
11000000510,72.0,ads,mobile,20240807,20240807
11000000511,1398.0,ads,desktop,20240427,20240427
11000000512,,ads,mobile,20241025,20241025
11000000513,,ads,mobile,20250417,20250417
11000000514,1250.0,direct,mobile,20250130,20250130
11000000515,1368.0,referral,mobile,20250709,20250709
11000000516,,ads,mobile,20240505,20240505
11000000517,4.0,direct,tablet,20241017,20241017
11000000518,,referral,desktop,20240806,20240806
11000000519,,direct,desktop,20250406,20250406
11000000520,1156.0,ads,desktop,20240414,20240414
11000000521,624.0,ads,mobile,20240627,20240627
11000000522,603.0,referral,desktop,20240611,20240611
11000000523,,social,desktop,20250320,20250320
11000000524,592.0,direct,desktop,20250625,20250625
11000000525,213.0,ads,mobile,20240321,
11000000526,,direct,mobile,20241026,20241026
11000000527,622.0,direct,tablet,20240212,20240212
11000000528,973.0,ads,mobile,20250815,20250816
11000000529,,ads,mobile,20241217,20241217
11000000530,629.0,referral,mobile,20250506,20250506
11000000531,,social,desktop,20241228,20241228
11000000532,942.0,email,mobile,20250506,20250506
11000000533,520.0,direct,desktop,20240101,20240101
11000000534,690.0,ads,desktop,20250827,20250827
11000000535,585.0,direct,mobile,20240807,20240807
11000000536,1403.0,ads,tablet,20240513,20240513
11000000537,,referral,mobile,20250613,20250613
11000000538,,direct,mobile,20250928,20250928
11000000539,,social,desktop,20240403,20240403
11000000540,570.0,direct,desktop,20241124,20241125
11000000541,1213.0,direct,mobile,20240217,20240217
11000000542,101.0,ads,mobile,20240915,20240915
11000000543,280.0,ads,desktop,20240207,20240208
11000000544,980.0,direct,desktop,20240726,20240726
11000000545,,social,desktop,20250821,20250821
11000000546,1121.0,email,desktop,20240720,20240720
11000000547,1259.0,social,mobile,20241216,20241216
11000000548,,direct,mobile,20250325,20250325
11000000549,1025.0,ads,desktop,20240912,20240912
11000000550,1050.0,direct,mobile,20240713,20240713
11000000551,,direct,desktop,20240125,20240125
11000000552,168.0,email,desktop,20241112,20241112
11000000553,,referral,desktop,20240106,20240106
11000000554,1144.0,direct,desktop,20240831,20240831
11000000555,,direct,mobile,20250812,20250812
11000000556,,social,mobile,20250517,20250517
11000000557,156.0,ads,mobile,20250123,20250123
11000000558,829.0,referral,mobile,20240509,20240509
11000000559,659.0,direct,mobile,20250927,20250927
11000000560,1054.0,direct,mobile,20240909,20240909
11000000561,1380.0,social,mobile,20250306,20250306
11000000562,1450.0,ads,mobile,20250914,20250914
11000000563,1379.0,direct,tablet,20250802,20250802
11000000564,,email,mobile,20240819,20240819
11000000565,,direct,desktop,20240918,20240918
11000000566,1295.0,email,mobile,20241220,
11000000567,302.0,direct,tablet,20240724,20240724
11000000568,167.0,social,mobile,20241125,20241125
11000000569,612.0,ads,mobile,20240620,20240620
11000000570,514.0,direct,mobile,20250111,20250111
11000000571,864.0,ads,mobile,20240811,20240811
11000000572,547.0,direct,desktop,20250212,20250213
11000000573,680.0,direct,mobile,20250616,20250616
11000000574,434.0,direct,mobile,20240801,20240801
11000000575,807.0,direct,desktop,20240422,20240422
11000000576,,direct,mobile,20250121,20250121
11000000577,684.0,referral,mobile,20240424,20240424
11000000578,3.0,direct,desktop,20241230,20241230
11000000579,207.0,direct,mobile,20241014,20241014
11000000580,824.0,ads,mobile,20240511,20240511
11000000581,764.0,ads,desktop,20240917,20240917
11000000582,953.0,social,mobile,20241222,20241222
11000000583,,ads,mobile,20240515,20240515
11000000584,677.0,ads,mobile,20240221,20240221
11000000585,,referral,mobile,20250628,20250628
11000000586,,direct,mobile,20241221,20241221
11000000587,20.0,direct,mobile,20240530,20240530
11000000588,671.0,ads,mobile,20240614,20240614
11000000589,897.0,ads,mobile,20241008,20241008
11000000590,1288.0,referral,desktop,20250210,
11000000591,,social,desktop,20250802,
11000000592,138.0,direct,mobile,20240206,20240206
11000000593,493.0,direct,mobile,20240212,20240212
11000000594,1296.0,direct,desktop,20250727,20250727
11000000595,882.0,ads,mobile,20250125,20250125
11000000596,,social,mobile,20240321,20240321
11000000597,,referral,tablet,20240313,20240313
11000000598,506.0,ads,mobile,20241119,20241119
11000000599,184.0,direct,mobile,20250419,20250419
11000000600,743.0,email,desktop,20240529,20240529
11000000601,,referral,desktop,20241207,
11000000602,1361.0,direct,desktop,20240529,20240529
11000000603,,referral,mobile,20250323,20250323
11000000604,1228.0,ads,mobile,20240728,
11000000605,1088.0,email,desktop,20240516,20240516
11000000606,1085.0,direct,mobile,20240413,20240413
11000000607,151.0,ads,desktop,20241229,20241229
