order_id,customer_id,channel_id,store_id,billing_address_id,shipping_address_id,status,currency_code,subtotal,tax_amount,shipping_fee,total_amount,order_date_key
1000000039,603,2,1.0,4130.0,1,FULFILLED,ARS,59160.0,12423.6,0.0,71583.6,20240523
1000000040,1028,1,,3284.0,2145,CANCELLED,ARS,11400.0,2394.0,1200.0,14994.0,20240304
1000000041,1005,2,3.0,,3,FULFILLED,ARS,24510.0,5147.1,0.0,29657.1,20240114
1000000042,790,1,,1738.0,1029,FULFILLED,ARS,10260.0,2154.6,1500.0,13914.6,20240927
1000000043,665,1,,3226.0,3039,PAID,ARS,39600.0,8316.0,900.0,48816.0,20240521
1000000044,562,1,,,2131,FULFILLED,ARS,73500.0,15435.0,1500.0,90435.0,20250902
1000000045,998,1,,3026.0,2980,FULFILLED,ARS,36000.0,7560.0,900.0,44460.0,20240201
1000000046,276,1,,,1489,FULFILLED,ARS,33000.0,6930.0,0.0,39930.0,20240112
1000000047,1469,2,2.0,,2,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0,20240308
1000000048,408,2,2.0,3365.0,2,CREATED,ARS,23520.0,4939.2,0.0,28459.2,20240913
1000000049,1360,2,2.0,1174.0,2,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0,20240811
1000000050,1423,1,,2103.0,1661,FULFILLED,ARS,28500.0,5985.0,1200.0,35685.0,20240725
1000000051,741,1,,2340.0,2863,FULFILLED,ARS,30870.0,6482.7,900.0,38252.7,20240915
1000000052,969,1,,,2608,FULFILLED,ARS,70560.0,14817.6,0.0,85377.6,20241104
1000000053,729,1,,3595.0,1454,CANCELLED,ARS,27000.0,5670.0,900.0,33570.0,20240810
1000000054,251,2,4.0,3465.0,4,PAID,ARS,12348.0,2593.08,0.0,14941.08,20240316
1000000055,1087,2,1.0,3305.0,1,PAID,ARS,42750.0,8977.5,0.0,51727.5,20250723
1000000056,659,1,,3446.0,2887,FULFILLED,ARS,71025.0,14915.25,1200.0,87140.25,20250412
1000000057,338,2,4.0,1626.0,4,FULFILLED,ARS,28425.0,5969.25,0.0,34394.25,20250221
1000000058,1068,1,,3.0,3071,CANCELLED,ARS,43350.0,9103.5,1500.0,53953.5,20240921
1000000059,958,1,,2973.0,3535,FULFILLED,ARS,64200.0,13482.0,0.0,77682.0,20240701
1000000060,428,2,4.0,1333.0,4,CANCELLED,ARS,29160.0,6123.6,0.0,35283.6,20240225
1000000061,1337,1,,1294.0,1084,FULFILLED,ARS,12000.0,2520.0,1200.0,15720.0,20250301
1000000062,1442,2,3.0,1692.0,3,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0,20241223
1000000063,939,1,,4168.0,1406,FULFILLED,ARS,37044.0,7779.24,1500.0,46323.24,20240530
1000000064,1409,1,,4171.0,1307,FULFILLED,ARS,14850.0,3118.5,1200.0,19168.5,20250304
1000000065,1062,1,,3633.0,2399,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8,20240917
1000000066,988,1,,2187.0,1134,CANCELLED,ARS,35280.0,7408.8,1200.0,43888.8,20240126
1000000067,778,1,,2598.0,2248,REFUNDED,ARS,14700.0,3087.0,900.0,18687.0,20250411
1000000068,77,1,,2743.0,1620,PAID,ARS,84435.0,17731.35,0.0,102166.35,20241201
1000000069,700,1,,2468.0,1476,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0,20240612
1000000070,425,1,,3743.0,1428,PAID,ARS,12000.0,2520.0,900.0,15420.0,20250725
1000000071,1271,2,3.0,2518.0,3,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6,20240722
1000000072,1129,1,,3121.0,3536,PAID,ARS,12825.0,2693.25,1500.0,17018.25,20240202
1000000073,1224,1,,1481.0,2119,PAID,ARS,15435.0,3241.35,900.0,19576.35,20241207
1000000074,446,1,,4068.0,3064,FULFILLED,ARS,56340.0,11831.4,900.0,69071.4,20241214
1000000075,867,1,,2940.0,3681,FULFILLED,ARS,29400.0,6174.0,900.0,36474.0,20250322
1000000076,127,1,,1419.0,4185,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2,20240301
1000000077,874,2,1.0,1204.0,1,PAID,ARS,23520.0,4939.2,0.0,28459.2,20241204
1000000078,814,1,,1370.0,3363,FULFILLED,ARS,40650.0,8536.5,0.0,49186.5,20250109
1000000079,1189,1,,3302.0,1836,PAID,ARS,32400.0,6804.0,1200.0,40404.0,20250916
1000000080,584,1,,3166.0,1065,FULFILLED,ARS,14700.0,3087.0,900.0,18687.0,20241111
1000000081,1433,1,,3156.0,1949,FULFILLED,ARS,52800.0,11088.0,900.0,64788.0,20250202
1000000082,670,1,,3087.0,4099,FULFILLED,ARS,34200.0,7182.0,1200.0,42582.0,20250921
1000000083,464,1,,3865.0,1838,REFUNDED,ARS,38100.0,8001.0,1200.0,47301.0,20240210
1000000084,535,1,,,1149,PAID,ARS,15000.0,3150.0,900.0,19050.0,20241125
1000000085,655,1,,3535.0,3181,FULFILLED,ARS,12348.0,2593.08,1500.0,16441.08,20250301
1000000086,833,1,,1851.0,3247,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0,20250818
1000000087,490,1,,2315.0,2445,CANCELLED,ARS,11400.0,2394.0,1200.0,14994.0,20241213
1000000088,360,1,,1100.0,2456,FULFILLED,ARS,56400.0,11844.0,900.0,69144.0,20240203
1000000089,1227,1,,3142.0,2172,FULFILLED,ARS,14250.0,2992.5,1200.0,18442.5,20250618
1000000090,624,1,,3886.0,1034,FULFILLED,ARS,36825.0,7733.25,900.0,45458.25,20240127
1000000091,228,1,,2739.0,3298,FULFILLED,ARS,91192.5,19150.42,0.0,110342.92,20240217
1000000092,770,1,,1526.0,1772,FULFILLED,ARS,30000.0,6300.0,900.0,37200.0,20240613
1000000093,54,2,2.0,3325.0,2,FULFILLED,ARS,84675.0,17781.75,0.0,102456.75,20241114
1000000094,1006,2,4.0,3233.0,4,PAID,ARS,74700.0,15687.0,0.0,90387.0,20241227
1000000095,247,1,,2232.0,2291,FULFILLED,ARS,48510.0,10187.1,1200.0,59897.1,20250925
1000000096,1127,2,3.0,2315.0,3,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8,20250523
1000000097,757,2,2.0,3449.0,2,FULFILLED,ARS,15435.0,3241.35,0.0,18676.35,20240612
1000000098,520,1,,4131.0,3443,FULFILLED,ARS,35910.0,7541.1,900.0,44351.1,20250116
1000000099,258,1,,2511.0,1224,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0,20240227
1000000100,467,1,,2632.0,2885,CANCELLED,ARS,23148.0,4861.08,900.0,28909.08,20240730
1000000101,3,1,,3636.0,1219,PAID,ARS,36000.0,7560.0,900.0,44460.0,20240330
1000000102,334,1,,3616.0,3863,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8,20241119
1000000103,802,2,3.0,1549.0,3,CREATED,ARS,30780.0,6463.8,0.0,37243.8,20240325
1000000104,999,1,,1251.0,4048,REFUNDED,ARS,30000.0,6300.0,1200.0,37500.0,20240323
1000000105,176,1,,1458.0,3440,FULFILLED,ARS,21600.0,4536.0,1200.0,27336.0,20240512
1000000106,801,1,,1603.0,3956,FULFILLED,ARS,15000.0,3150.0,900.0,19050.0,20250208
1000000107,1113,1,,1747.0,2943,FULFILLED,ARS,34020.0,7144.2,900.0,42064.2,20240522
1000000108,810,2,4.0,,4,FULFILLED,ARS,46305.0,9724.05,0.0,56029.05,20250704
1000000109,581,2,4.0,1700.0,4,FULFILLED,ARS,33000.0,6930.0,0.0,39930.0,20240422
1000000110,1284,2,2.0,4022.0,2,CANCELLED,ARS,68070.0,14294.7,0.0,82364.7,20250604
1000000111,1333,1,,3898.0,2876,FULFILLED,ARS,15435.0,3241.35,1200.0,19876.35,20241220
1000000112,24,2,2.0,1802.0,2,PAID,ARS,76770.0,16121.7,0.0,92891.7,20250228
1000000113,1222,2,1.0,2891.0,1,CANCELLED,ARS,12936.0,2716.56,0.0,15652.56,20240121
1000000114,63,2,1.0,3176.0,1,PAID,ARS,9720.0,2041.2,0.0,11761.2,20240917
1000000115,1078,1,,3860.0,3,REFUNDED,ARS,21600.0,4536.0,1500.0,27636.0,20240219
1000000116,1091,1,,3783.0,3609,FULFILLED,ARS,39600.0,8316.0,1200.0,49116.0,20240701
1000000117,524,1,,4169.0,2254,FULFILLED,ARS,24000.0,5040.0,1200.0,30240.0,20250119
1000000118,1229,1,,2454.0,3390,FULFILLED,ARS,38808.0,8149.68,900.0,47857.68,20250816
1000000119,458,2,4.0,3841.0,4,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0,20250716
1000000120,68,1,,2462.0,2653,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6,20240418
1000000121,959,2,4.0,3702.0,4,FULFILLED,ARS,37620.0,7900.2,0.0,45520.2,20241220
1000000122,356,2,1.0,4163.0,1,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0,20250830
1000000123,530,1,,2280.0,1001,CANCELLED,ARS,14700.0,3087.0,1200.0,18987.0,20250624
1000000124,1420,1,,2264.0,4004,FULFILLED,ARS,54684.0,11483.64,1200.0,67367.64,20240206
1000000125,279,2,3.0,1950.0,3,FULFILLED,ARS,51300.0,10773.0,0.0,62073.0,20240709
1000000126,779,2,3.0,1202.0,3,FULFILLED,ARS,15000.0,3150.0,0.0,18150.0,20240612
1000000127,1383,1,,4137.0,3113,FULFILLED,ARS,56850.0,11938.5,1200.0,69988.5,20240228
1000000128,1189,1,,1881.0,2352,CANCELLED,ARS,82620.0,17350.2,1500.0,101470.2,20250420
1000000129,1016,1,,2991.0,4036,FULFILLED,ARS,62280.0,13078.8,1500.0,76858.8,20250917
1000000130,595,2,3.0,1160.0,3,PAID,ARS,12150.0,2551.5,0.0,14701.5,20250521
1000000131,902,2,4.0,3016.0,4,FULFILLED,ARS,39600.0,8316.0,0.0,47916.0,20240125
1000000132,317,1,,3597.0,3542,FULFILLED,ARS,26460.0,5556.6,1200.0,33216.6,20240726
1000000133,1229,2,2.0,,2,FULFILLED,ARS,15000.0,3150.0,0.0,18150.0,20240614
1000000134,279,2,3.0,1059.0,3,FULFILLED,ARS,62280.0,13078.8,0.0,75358.8,20240106
1000000135,1498,2,4.0,3605.0,4,PAID,ARS,33000.0,6930.0,0.0,39930.0,20240530
1000000136,140,1,,3022.0,2769,FULFILLED,ARS,28500.0,5985.0,0.0,34485.0,20250120
1000000137,1115,1,,1458.0,3541,PAID,ARS,11760.0,2469.6,0.0,14229.6,20241115
1000000138,1240,1,,2473.0,2700,PAID,ARS,34200.0,7182.0,1500.0,42882.0,20240103
1000000139,590,1,,2324.0,2032,FULFILLED,ARS,13500.0,2835.0,1200.0,17535.0,20240406
1000000140,645,2,3.0,2874.0,3,FULFILLED,ARS,13230.0,2778.3,0.0,16008.3,20250217
1000000141,545,2,1.0,3473.0,1,REFUNDED,ARS,11880.0,2494.8,0.0,14374.8,20241130
1000000142,1208,1,,4060.0,2951,REFUNDED,ARS,50706.0,10648.26,1500.0,62854.26,20250625
1000000143,551,2,1.0,2109.0,1,FULFILLED,ARS,66600.0,13986.0,0.0,80586.0,20240606
1000000144,569,2,1.0,1210.0,1,CANCELLED,ARS,29700.0,6237.0,0.0,35937.0,20240209
1000000145,1305,1,,,4174,FULFILLED,ARS,30000.0,6300.0,1500.0,37800.0,20250719
1000000146,280,1,,1190.0,3727,FULFILLED,ARS,82687.5,17364.38,900.0,100951.88,20240505
1000000147,1338,1,,,2468,FULFILLED,ARS,59340.0,12461.4,900.0,72701.4,20241207
1000000148,84,1,,1588.0,3443,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8,20250621
1000000149,655,1,,1077.0,2113,FULFILLED,ARS,13500.0,2835.0,900.0,17235.0,20250121
1000000150,513,2,4.0,4045.0,4,FULFILLED,ARS,32340.0,6791.4,0.0,39131.4,20250530
1000000151,884,2,3.0,1845.0,3,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8,20240416
1000000152,385,2,2.0,2549.0,2,FULFILLED,ARS,9720.0,2041.2,0.0,11761.2,20240108
1000000153,723,2,2.0,1748.0,2,CANCELLED,ARS,10800.0,2268.0,0.0,13068.0,20250610
1000000154,110,2,1.0,3109.0,1,PAID,ARS,42525.0,8930.25,0.0,51455.25,20240701
1000000155,1197,1,,3704.0,4121,FULFILLED,ARS,12000.0,2520.0,900.0,15420.0,20240212
1000000156,833,2,2.0,2190.0,2,FULFILLED,ARS,42750.0,8977.5,0.0,51727.5,20241029
1000000157,371,2,3.0,2181.0,3,CANCELLED,ARS,59250.0,12442.5,0.0,71692.5,20250126
1000000158,905,2,1.0,2803.0,1,FULFILLED,ARS,30000.0,6300.0,0.0,36300.0,20240424
1000000159,389,1,,4176.0,1303,FULFILLED,ARS,12348.0,2593.08,1200.0,16141.08,20240714
1000000160,1299,2,4.0,,4,FULFILLED,ARS,29400.0,6174.0,0.0,35574.0,20240613
1000000161,725,1,,,3908,FULFILLED,ARS,45000.0,9450.0,900.0,55350.0,20241021
1000000162,645,2,4.0,1157.0,4,PAID,ARS,22800.0,4788.0,0.0,27588.0,20250731
1000000163,584,1,,1980.0,1132,FULFILLED,ARS,21600.0,4536.0,900.0,27036.0,20240224
1000000164,436,1,,4079.0,3758,FULFILLED,ARS,63000.0,13230.0,900.0,77130.0,20250222
1000000165,293,1,,3891.0,3357,FULFILLED,ARS,23520.0,4939.2,1500.0,29959.2,20250827
1000000166,1065,1,,,3492,FULFILLED,ARS,43425.0,9119.25,1200.0,53744.25,20250727
1000000167,1234,1,,2641.0,3702,CANCELLED,ARS,47085.0,9887.85,1200.0,58172.85,20250118
1000000168,400,1,,3129.0,3523,CANCELLED,ARS,40500.0,8505.0,1200.0,50205.0,20240226
1000000169,251,1,,,2325,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0,20240708
1000000170,764,2,4.0,,4,PAID,ARS,30000.0,6300.0,0.0,36300.0,20240329
1000000171,1490,1,,3729.0,3553,CREATED,ARS,11760.0,2469.6,1200.0,15429.6,20250227
1000000172,181,1,,1603.0,2801,FULFILLED,ARS,22800.0,4788.0,900.0,28488.0,20240507
1000000173,693,1,,2845.0,2631,FULFILLED,ARS,31500.0,6615.0,1200.0,39315.0,20250616
1000000174,672,2,2.0,3471.0,2,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6,20240907
1000000175,786,1,,2695.0,3157,PAID,ARS,12000.0,2520.0,900.0,15420.0,20240531
1000000176,1347,2,2.0,2256.0,2,FULFILLED,ARS,14850.0,3118.5,0.0,17968.5,20250225
1000000177,628,1,,,1864,FULFILLED,ARS,12825.0,2693.25,1200.0,16718.25,20241123
1000000178,1485,2,2.0,4032.0,2,PAID,ARS,13500.0,2835.0,0.0,16335.0,20250503
1000000179,805,1,,2862.0,3731,FULFILLED,ARS,72600.0,15246.0,900.0,88746.0,20250812
1000000180,445,1,,3681.0,1749,FULFILLED,ARS,25200.0,5292.0,1200.0,31692.0,20240521
1000000181,560,1,,3245.0,1079,FULFILLED,ARS,23520.0,4939.2,900.0,29359.2,20241112
1000000182,403,1,,2521.0,3603,FULFILLED,ARS,25080.0,5266.8,1200.0,31546.8,20240908
1000000183,693,2,1.0,2834.0,1,PAID,ARS,27000.0,5670.0,0.0,32670.0,20241026
1000000184,274,2,2.0,3609.0,2,PAID,ARS,13500.0,2835.0,0.0,16335.0,20250511
1000000185,804,1,,1596.0,1940,FULFILLED,ARS,59844.0,12567.24,1200.0,73611.24,20240718
1000000186,1495,1,,3581.0,2360,FULFILLED,ARS,11400.0,2394.0,900.0,14694.0,20240730
1000000187,48,2,1.0,2998.0,1,REFUNDED,ARS,32400.0,6804.0,0.0,39204.0,20250212
1000000188,661,2,3.0,3865.0,3,FULFILLED,ARS,27000.0,5670.0,0.0,32670.0,20250823
1000000189,984,1,,4016.0,2808,PAID,ARS,37044.0,7779.24,900.0,45723.24,20240502
1000000190,1384,1,,2807.0,2968,PAID,ARS,11760.0,2469.6,0.0,14229.6,20240605
1000000191,788,1,,2175.0,1202,CANCELLED,ARS,88344.0,18552.24,0.0,106896.24,20250916
1000000192,456,2,2.0,2129.0,2,PAID,ARS,12000.0,2520.0,0.0,14520.0,20240308
1000000193,427,1,,,1691,FULFILLED,ARS,32400.0,6804.0,1200.0,40404.0,20240215
1000000194,866,1,,1909.0,3570,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0,20250913
1000000195,371,1,,1348.0,1596,FULFILLED,ARS,45840.0,9626.4,1200.0,56666.4,20250228
1000000196,1000,1,,2477.0,2380,FULFILLED,ARS,30000.0,6300.0,1200.0,37500.0,20250814
1000000197,1404,1,,3532.0,1791,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0,20240409
1000000198,1159,1,,,1784,FULFILLED,ARS,29160.0,6123.6,900.0,36183.6,20240203
1000000199,1040,1,,,3793,FULFILLED,ARS,48000.0,10080.0,1200.0,59280.0,20250319
1000000200,464,1,,3883.0,3533,FULFILLED,ARS,21600.0,4536.0,900.0,27036.0,20240925
1000000201,166,1,,2627.0,3937,REFUNDED,ARS,40950.0,8599.5,1200.0,50749.5,20241116
1000000202,1056,2,3.0,2258.0,3,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0,20250327
1000000203,925,2,3.0,3295.0,3,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0,20241117
1000000204,488,1,,1674.0,1253,CANCELLED,ARS,40500.0,8505.0,1200.0,50205.0,20250127
1000000205,903,1,,1455.0,1894,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0,20240930
1000000206,70,1,,2444.0,2088,PAID,ARS,23520.0,4939.2,1200.0,29659.2,20250726
1000000207,1459,1,,,2326,FULFILLED,ARS,12348.0,2593.08,900.0,15841.08,20250507
1000000208,500,2,2.0,2834.0,2,FULFILLED,ARS,44550.0,9355.5,0.0,53905.5,20250411
1000000209,361,1,,1366.0,2293,FULFILLED,ARS,25200.0,5292.0,1200.0,31692.0,20250403
1000000210,476,1,,1679.0,3586,FULFILLED,ARS,13500.0,2835.0,1500.0,17835.0,20250320
1000000211,1400,2,1.0,2776.0,1,REFUNDED,ARS,66780.0,14023.8,0.0,80803.8,20250719
1000000212,945,1,,1102.0,1882,FULFILLED,ARS,11760.0,2469.6,900.0,15129.6,20250218
1000000213,1443,1,,2386.0,1896,FULFILLED,ARS,15750.0,3307.5,1500.0,20557.5,20240416
1000000214,1430,1,,3110.0,3683,FULFILLED,ARS,22680.0,4762.8,900.0,28342.8,20240719
1000000215,1330,1,,1609.0,2575,FULFILLED,ARS,51015.0,10713.15,900.0,62628.15,20240129
1000000216,274,1,,4101.0,1502,FULFILLED,ARS,15675.0,3291.75,900.0,19866.75,20250510
1000000217,1251,2,2.0,1451.0,2,FULFILLED,ARS,59962.5,12592.12,0.0,72554.62,20240405
1000000218,176,1,,1295.0,1546,FULFILLED,ARS,31860.0,6690.6,1200.0,39750.6,20240704
1000000219,42,2,2.0,2201.0,2,PAID,ARS,45000.0,9450.0,0.0,54450.0,20240612
1000000220,582,1,,2135.0,2929,FULFILLED,ARS,11400.0,2394.0,900.0,14694.0,20250921
1000000221,4,2,1.0,1069.0,1,FULFILLED,ARS,23520.0,4939.2,0.0,28459.2,20250507
1000000222,569,2,2.0,3282.0,2,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0,20240830
1000000223,157,2,1.0,1704.0,1,PAID,ARS,22680.0,4762.8,0.0,27442.8,20241224
1000000224,649,1,,1226.0,1307,FULFILLED,ARS,40500.0,8505.0,1200.0,50205.0,20250322
1000000225,1230,1,,1051.0,2399,FULFILLED,ARS,34020.0,7144.2,0.0,41164.2,20250805
1000000226,197,1,,4111.0,3863,FULFILLED,ARS,29160.0,6123.6,1200.0,36483.6,20240716
1000000227,731,1,,2936.0,3590,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8,20240717
1000000228,506,1,,3897.0,3643,FULFILLED,ARS,35280.0,7408.8,900.0,43588.8,20250327
1000000229,751,2,2.0,4012.0,2,CANCELLED,ARS,13500.0,2835.0,0.0,16335.0,20250410
1000000230,485,1,,1197.0,2337,FULFILLED,ARS,32400.0,6804.0,900.0,40104.0,20241229
1000000231,823,1,,3283.0,1053,PAID,ARS,47250.0,9922.5,900.0,58072.5,20240608
1000000232,680,1,,3902.0,2493,PAID,ARS,36936.0,7756.56,1200.0,45892.56,20250221
1000000233,417,1,,1527.0,3089,FULFILLED,ARS,15000.0,3150.0,900.0,19050.0,20241119
1000000234,677,1,,2681.0,3201,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2,20250528
1000000235,1327,2,2.0,3407.0,2,CANCELLED,ARS,21600.0,4536.0,0.0,26136.0,20241002
1000000236,593,2,1.0,,1,FULFILLED,ARS,24000.0,5040.0,0.0,29040.0,20250104
1000000237,606,2,1.0,2044.0,1,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0,20241114
1000000238,137,2,2.0,3135.0,2,PAID,ARS,21168.0,4445.28,0.0,25613.28,20250322
1000000239,487,1,,2294.0,2633,FULFILLED,ARS,51660.0,10848.6,900.0,63408.6,20240220
1000000240,909,1,,1175.0,3062,REFUNDED,ARS,39000.0,8190.0,900.0,48090.0,20241020
1000000241,179,2,1.0,3958.0,1,FULFILLED,ARS,59400.0,12474.0,0.0,71874.0,20241011
1000000242,183,1,,2607.0,3013,CANCELLED,ARS,37044.0,7779.24,1200.0,46023.24,20250815
1000000243,536,1,,3918.0,1823,FULFILLED,ARS,16500.0,3465.0,0.0,19965.0,20250608
1000000244,1341,2,1.0,,1,FULFILLED,ARS,20520.0,4309.2,0.0,24829.2,20240913
1000000245,378,2,1.0,,1,REFUNDED,ARS,40350.0,8473.5,0.0,48823.5,20250508
1000000246,548,1,,1472.0,1533,CANCELLED,ARS,61650.0,12946.5,0.0,74596.5,20250927
1000000247,757,1,,1112.0,4127,FULFILLED,ARS,15435.0,3241.35,900.0,19576.35,20241202
1000000248,522,2,4.0,3135.0,4,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0,20241026
1000000249,1384,2,3.0,1286.0,3,FULFILLED,ARS,39600.0,8316.0,0.0,47916.0,20240419
1000000250,473,1,,2990.0,1839,FULFILLED,ARS,42525.0,8930.25,1500.0,52955.25,20240921
1000000251,1316,2,3.0,2071.0,3,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0,20240315
1000000252,1356,2,1.0,2670.0,1,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0,20240302
1000000253,266,1,,1593.0,2460,REFUNDED,ARS,46296.0,9722.16,0.0,56018.16,20250423
1000000254,1359,2,2.0,2806.0,2,FULFILLED,ARS,21168.0,4445.28,0.0,25613.28,20241013
1000000255,843,1,,2964.0,3929,FULFILLED,ARS,14700.0,3087.0,900.0,18687.0,20240813
1000000256,599,1,,1079.0,1101,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2,20241001
1000000257,1048,2,1.0,1719.0,1,FULFILLED,ARS,57900.0,12159.0,0.0,70059.0,20250530
1000000258,319,1,,2476.0,4044,FULFILLED,ARS,28500.0,5985.0,900.0,35385.0,20241226
1000000259,846,1,,1657.0,1971,REFUNDED,ARS,25872.0,5433.12,1500.0,32805.12,20250904
1000000260,1491,1,,4124.0,3535,FULFILLED,ARS,33000.0,6930.0,1200.0,41130.0,20241212
1000000261,79,1,,2302.0,2362,FULFILLED,ARS,24000.0,5040.0,0.0,29040.0,20250814
1000000262,748,1,,1858.0,4051,FULFILLED,ARS,35280.0,7408.8,900.0,43588.8,20241118
1000000263,537,1,,1983.0,4142,PAID,ARS,40500.0,8505.0,900.0,49905.0,20241231
